top,top_color,bottom,bottom_color,shoes,shoes_color,occasion,temperature,feels_like,weather_type,season_match,score
dress,blue,none,none,boots,gray,date,20,16,rain,0.817,0.737
t-shirt,green,skirt,green,heels,blue,casual,5,6,cloudy,0.817,0.637
blouse,black,skirt,blue,oxfords,navy,formal,5,7,cloudy,0.867,0.789
t-shirt,black,jeans,red,sandals,black,sport,25,23,cloudy,0.9,0.758
tank-top,burgundy,leggings,brown,sneakers,navy,business,32,29,rain,0.9,0.673
blouse,beige,shorts,white,loafers,orange,date,15,13,cloudy,0.867,0.752
sweater,navy,leggings,navy,sneakers,blue,sport,22,26,sunny,0.817,0.688
cardigan,navy,leggings,black,sneakers,brown,party,8,4,rain,0.867,0.602
t-shirt,black,leggings,black,sandals,beige,business,28,27,cloudy,0.9,0.717
blouse,navy,trousers,red,oxfords,burgundy,party,12,8,rain,0.867,0.718
dress,gray,none,none,loafers,black,casual,20,22,cloudy,0.817,0.847
shirt,navy,jeans,orange,sneakers,beige,sport,10,9,rain,0.867,0.639
cardigan,white,leggings,beige,sneakers,orange,party,15,10,rain,0.867,0.649
tank-top,green,jeans,pink,loafers,burgundy,business,25,27,sunny,0.817,0.651
hoodie,red,skirt,white,boots,white,casual,5,-2,snow,0.817,0.797
shirt,brown,leggings,navy,heels,blue,casual,15,13,sunny,0.867,0.731
blazer,purple,jeans,black,loafers,purple,casual,18,20,sunny,0.867,0.733
polo,navy,shorts,gray,loafers,brown,business,32,31,cloudy,0.917,0.667
blazer,navy,jeans,white,loafers,green,formal,22,27,sunny,0.867,0.689
blazer,gray,jeans,gray,sneakers,gray,sport,22,25,sunny,0.867,0.636
dress,black,none,none,sneakers,yellow,formal,25,30,sunny,0.8,0.692
t-shirt,blue,jeans,gray,heels,black,casual,32,30,rain,0.817,0.781
dress,white,none,none,sandals,beige,date,32,27,rain,0.8,0.821
hoodie,gray,sweatpants,black,loafers,white,sport,8,8,sunny,0.817,0.735
shirt,black,jeans,burgundy,sandals,black,sport,22,18,rain,0.867,0.662
blouse,white,trousers,green,heels,white,business,22,24,sunny,0.867,0.896
cardigan,black,shorts,beige,oxfords,navy,business,20,20,cloudy,0.867,0.74
t-shirt,blue,leggings,burgundy,sandals,red,date,15,13,cloudy,0.817,0.625
blazer,pink,leggings,gray,sneakers,red,party,2,-5,snow,0.933,0.604
tank-top,pink,skirt,brown,loafers,red,formal,25,22,rain,0.917,0.659
t-shirt,navy,shorts,white,heels,blue,business,10,9,sunny,0.817,0.583
dress,navy,none,none,heels,gray,sport,22,20,cloudy,0.817,0.622
blouse,navy,sweatpants,white,oxfords,navy,casual,12,11,sunny,0.867,0.829
tank-top,blue,shorts,burgundy,heels,gray,sport,32,33,cloudy,0.917,0.799
blazer,white,jeans,orange,sandals,burgundy,formal,28,29,sunny,0.767,0.574
blouse,beige,skirt,brown,sneakers,pink,date,25,23,rain,1.0,0.759
dress,pink,none,none,sneakers,green,business,10,8,cloudy,0.817,0.576
blazer,black,jeans,gray,heels,green,date,25,28,sunny,0.683,0.746
blazer,navy,skirt,red,loafers,gray,formal,25,27,sunny,0.783,0.768
t-shirt,black,jeans,beige,sneakers,pink,formal,20,22,sunny,0.817,0.655
blazer,red,jeans,burgundy,sneakers,beige,party,8,9,cloudy,0.867,0.688
shirt,yellow,skirt,burgundy,loafers,beige,party,20,21,sunny,0.867,0.788
shirt,navy,jeans,burgundy,sandals,white,formal,28,32,sunny,0.85,0.779
t-shirt,white,skirt,red,loafers,black,casual,18,16,sunny,0.817,0.821
blazer,white,sweatpants,navy,sneakers,white,casual,10,12,sunny,0.867,0.827
blouse,green,skirt,navy,loafers,red,date,20,19,cloudy,0.867,0.818
shirt,orange,skirt,gray,sneakers,purple,date,25,27,sunny,0.95,0.798
cardigan,orange,sweatpants,black,sneakers,brown,party,10,8,sunny,0.867,0.537
t-shirt,red,shorts,orange,sandals,black,sport,28,28,cloudy,1.0,0.81
shirt,gray,shorts,gray,sneakers,beige,business,18,16,rain,0.867,0.687
hoodie,black,skirt,navy,boots,green,formal,5,4,rain,0.817,0.649
cardigan,orange,jeans,black,loafers,yellow,date,20,21,cloudy,0.867,0.701
sweater,gray,trousers,beige,heels,yellow,business,18,18,cloudy,0.817,0.803
polo,gray,jeans,gray,sandals,navy,business,32,27,rain,0.9,0.684
dress,orange,none,none,sneakers,black,formal,32,32,cloudy,0.8,0.667
dress,beige,none,none,sneakers,black,party,18,20,cloudy,0.817,0.754
shirt,navy,jeans,gray,sneakers,red,date,32,27,rain,0.85,0.759
t-shirt,yellow,jeans,red,boots,red,sport,8,10,cloudy,0.817,0.596
dress,orange,none,none,sandals,orange,date,22,24,sunny,0.817,0.743
blazer,black,skirt,white,sandals,brown,party,15,11,rain,0.867,0.735
hoodie,blue,jeans,gray,sneakers,blue,casual,8,8,sunny,0.817,0.891
t-shirt,black,jeans,black,oxfords,yellow,sport,18,13,rain,0.817,0.593
sweater,orange,leggings,navy,boots,green,casual,2,4,cloudy,1.0,0.79
shirt,beige,jeans,navy,oxfords,yellow,business,8,5,rain,0.867,0.789
blazer,orange,shorts,purple,sandals,red,party,28,29,sunny,0.867,0.651
tank-top,green,jeans,black,heels,red,date,25,29,sunny,0.817,0.76
hoodie,yellow,trousers,white,loafers,gray,sport,8,8,sunny,0.817,0.551
blazer,black,trousers,white,boots,yellow,formal,22,21,rain,0.867,0.788
blazer,burgundy,sweatpants,white,loafers,black,formal,22,25,sunny,0.867,0.812
blazer,black,leggings,purple,oxfords,black,party,15,15,cloudy,0.867,0.719
blazer,blue,jeans,black,loafers,white,formal,18,17,rain,0.867,0.846
cardigan,orange,sweatpants,yellow,oxfords,yellow,business,5,5,cloudy,0.867,0.681
blazer,yellow,jeans,black,sneakers,orange,party,15,14,cloudy,0.867,0.762
blouse,navy,shorts,green,heels,brown,formal,22,27,sunny,0.867,0.721
t-shirt,navy,trousers,black,heels,red,casual,5,4,rain,0.817,0.68
polo,burgundy,skirt,black,heels,pink,party,28,32,sunny,0.917,0.844
t-shirt,navy,shorts,brown,sneakers,red,sport,32,31,rain,1.0,0.912
dress,red,none,none,heels,orange,date,25,25,cloudy,0.717,0.771
blazer,purple,skirt,red,heels,green,formal,20,18,sunny,0.867,0.786
blazer,beige,sweatpants,black,oxfords,navy,business,5,4,cloudy,0.867,0.766
blazer,gray,trousers,beige,loafers,burgundy,business,10,6,rain,0.867,0.825
blazer,black,leggings,pink,sneakers,white,party,18,20,cloudy,0.867,0.645
shirt,purple,sweatpants,black,sneakers,gray,sport,22,25,sunny,0.867,0.806
polo,yellow,jeans,blue,loafers,white,formal,10,7,rain,0.867,0.739
cardigan,navy,skirt,navy,heels,gray,sport,32,35,sunny,0.75,0.488
blouse,gray,trousers,gray,boots,orange,casual,10,11,sunny,0.867,0.751
blouse,pink,jeans,gray,oxfords,burgundy,party,28,30,sunny,0.767,0.754
blouse,yellow,sweatpants,yellow,sneakers,red,party,12,14,cloudy,0.867,0.692
shirt,black,sweatpants,beige,heels,white,casual,18,16,sunny,0.867,0.788
sweater,pink,leggings,beige,loafers,navy,date,18,15,rain,0.817,0.753
shirt,navy,jeans,white,sneakers,navy,sport,20,21,sunny,0.867,0.771
dress,pink,none,none,boots,orange,date,12,10,cloudy,0.817,0.724
shirt,navy,skirt,white,boots,burgundy,business,18,18,sunny,0.867,0.881
hoodie,brown,trousers,blue,oxfords,navy,date,10,10,sunny,0.817,0.714
dress,gray,none,none,oxfords,beige,formal,22,24,cloudy,0.817,0.827
blouse,yellow,trousers,burgundy,sandals,orange,party,20,18,sunny,0.867,0.715
blazer,red,trousers,orange,boots,beige,date,10,9,cloudy,0.867,0.77
t-shirt,brown,skirt,red,sandals,pink,party,25,29,sunny,1.0,0.765
tank-top,white,skirt,black,loafers,navy,business,28,31,sunny,0.917,0.862
cardigan,white,jeans,gray,heels,navy,business,25,26,sunny,0.65,0.74
polo,blue,trousers,navy,sneakers,white,sport,25,22,rain,0.8,0.855
t-shirt,burgundy,trousers,white,oxfords,navy,formal,28,32,sunny,0.667,0.81
t-shirt,orange,jeans,beige,sandals,pink,date,22,20,rain,0.817,0.677
dress,black,none,none,heels,yellow,date,25,28,sunny,0.717,0.799
tank-top,orange,sweatpants,black,boots,gray,sport,12,14,cloudy,0.767,0.746
tank-top,green,skirt,orange,sandals,pink,casual,18,17,cloudy,0.767,0.669
cardigan,yellow,jeans,white,sneakers,burgundy,formal,5,5,cloudy,0.867,0.603
shirt,yellow,trousers,white,loafers,white,formal,15,14,sunny,0.867,0.871
blazer,pink,leggings,white,sneakers,gray,business,25,24,cloudy,0.767,0.752
blazer,burgundy,jeans,yellow,boots,purple,date,12,11,rain,0.867,0.79
t-shirt,navy,trousers,black,boots,navy,business,10,10,sunny,0.817,0.737
sweater,orange,jeans,gray,sneakers,gray,business,12,10,cloudy,0.817,0.701
hoodie,black,trousers,beige,sneakers,black,business,15,17,cloudy,0.817,0.733
blouse,pink,shorts,purple,loafers,gray,party,22,21,rain,0.867,0.712
blouse,gray,sweatpants,black,boots,burgundy,formal,22,26,sunny,0.867,0.674
hoodie,red,trousers,green,oxfords,burgundy,party,8,3,rain,0.817,0.655
t-shirt,beige,trousers,gray,loafers,green,casual,20,22,sunny,0.817,0.819
blouse,blue,trousers,white,sneakers,white,sport,20,17,rain,0.867,0.714
blouse,green,shorts,navy,loafers,blue,date,32,33,cloudy,0.917,0.752
dress,pink,none,none,sandals,green,formal,28,29,cloudy,0.8,0.757
tank-top,white,shorts,gray,sneakers,blue,casual,32,30,rain,1.0,0.927
blouse,yellow,skirt,burgundy,sneakers,brown,date,12,10,rain,0.867,0.756
shirt,gray,skirt,beige,oxfords,navy,casual,12,14,sunny,0.867,0.845
tank-top,brown,jeans,orange,oxfords,black,date,18,19,sunny,0.767,0.768
t-shirt,white,trousers,black,boots,navy,formal,10,9,sunny,0.817,0.761
hoodie,green,shorts,blue,loafers,gray,casual,15,14,cloudy,0.817,0.822
cardigan,burgundy,shorts,navy,loafers,burgundy,casual,20,19,cloudy,0.867,0.864
shirt,brown,skirt,red,loafers,beige,date,15,13,cloudy,0.867,0.777
dress,beige,none,none,boots,orange,sport,15,11,rain,0.817,0.512
tank-top,navy,jeans,black,sneakers,white,sport,22,17,rain,0.767,0.878
cardigan,black,trousers,gray,sandals,gray,business,25,24,rain,0.633,0.773
cardigan,blue,jeans,burgundy,boots,red,date,20,15,rain,0.867,0.739
blouse,pink,jeans,navy,sneakers,black,business,15,13,sunny,0.867,0.747
blouse,burgundy,jeans,white,sneakers,navy,formal,5,0,rain,0.867,0.667
blouse,beige,shorts,purple,sandals,blue,party,32,34,cloudy,1.0,0.71
hoodie,white,leggings,black,heels,white,business,22,25,sunny,0.817,0.801
cardigan,gray,trousers,white,loafers,gray,business,10,7,rain,0.867,0.845
tank-top,green,shorts,gray,sandals,orange,sport,28,29,sunny,1.0,0.754
t-shirt,orange,leggings,beige,loafers,yellow,sport,22,24,sunny,0.817,0.76
shirt,navy,skirt,white,loafers,navy,formal,5,7,cloudy,0.867,0.767
blazer,orange,trousers,black,boots,purple,date,12,8,rain,0.867,0.809
t-shirt,green,jeans,blue,boots,black,sport,15,14,sunny,0.817,0.703
blouse,brown,jeans,burgundy,loafers,white,date,18,18,cloudy,0.867,0.825
t-shirt,navy,shorts,navy,loafers,gray,casual,28,32,sunny,0.917,0.918
t-shirt,white,skirt,navy,oxfords,orange,casual,20,18,sunny,0.817,0.802
t-shirt,black,shorts,red,sneakers,black,sport,32,33,sunny,1.0,0.933
blouse,purple,skirt,burgundy,oxfords,pink,party,32,37,sunny,0.867,0.752
cardigan,gray,trousers,navy,sneakers,white,sport,10,12,sunny,0.867,0.759
cardigan,green,jeans,blue,oxfords,green,business,5,-2,snow,0.867,0.723
blouse,purple,jeans,gray,sneakers,orange,formal,5,3,cloudy,0.867,0.612
blouse,red,jeans,beige,boots,red,party,5,3,cloudy,0.867,0.724
t-shirt,orange,shorts,burgundy,sneakers,burgundy,date,28,26,rain,1.0,0.659
blouse,pink,trousers,blue,loafers,blue,party,22,23,sunny,0.867,0.794
sweater,white,jeans,navy,sneakers,black,party,18,19,cloudy,0.817,0.65
dress,black,none,none,sneakers,red,sport,25,21,rain,0.8,0.79
tank-top,burgundy,skirt,red,oxfords,red,party,25,30,sunny,0.867,0.754
t-shirt,white,skirt,red,sandals,navy,party,20,22,cloudy,0.817,0.81
shirt,navy,skirt,orange,oxfords,black,sport,18,17,rain,0.867,0.503
blouse,white,leggings,white,oxfords,yellow,party,12,13,sunny,0.867,0.739
blouse,red,jeans,black,loafers,black,formal,18,16,sunny,0.867,0.823
blazer,gray,leggings,blue,oxfords,white,casual,10,9,sunny,0.867,0.758
blouse,blue,trousers,black,oxfords,purple,party,32,34,sunny,0.667,0.725
t-shirt,purple,skirt,burgundy,boots,pink,formal,18,19,sunny,0.817,0.72
tank-top,blue,skirt,black,loafers,navy,sport,28,25,rain,0.917,0.675
cardigan,black,shorts,orange,loafers,blue,sport,22,20,cloudy,0.867,0.682
cardigan,green,jeans,black,oxfords,orange,date,22,19,rain,0.867,0.735
shirt,purple,skirt,purple,sneakers,brown,party,20,21,cloudy,0.867,0.797
blouse,burgundy,leggings,black,sandals,pink,formal,22,17,rain,0.867,0.666
polo,red,shorts,gray,loafers,navy,business,28,26,rain,0.917,0.716
hoodie,red,jeans,orange,boots,green,date,10,6,rain,0.817,0.71
polo,navy,skirt,white,loafers,burgundy,formal,22,25,sunny,0.867,0.869
blazer,white,trousers,orange,boots,pink,party,18,13,rain,0.867,0.757
polo,burgundy,jeans,pink,loafers,white,party,5,3,cloudy,0.867,0.699
tank-top,gray,trousers,gray,sneakers,brown,sport,28,26,cloudy,0.8,0.738
hoodie,gray,skirt,gray,sneakers,navy,sport,8,3,rain,0.817,0.682
cardigan,white,leggings,white,boots,white,formal,5,1,rain,0.867,0.647
hoodie,white,jeans,navy,sandals,brown,sport,15,13,rain,0.817,0.625
cardigan,orange,shorts,navy,heels,brown,party,20,18,cloudy,0.867,0.675
sweater,black,leggings,red,oxfords,black,casual,10,10,sunny,0.817,0.82
t-shirt,red,trousers,black,loafers,black,sport,18,18,sunny,0.817,0.737
shirt,burgundy,trousers,red,heels,navy,business,18,17,rain,0.867,0.939
blouse,brown,trousers,blue,sneakers,beige,business,22,24,sunny,0.867,0.802
dress,pink,none,none,boots,navy,sport,18,18,sunny,0.817,0.582
blouse,yellow,jeans,red,sneakers,gray,party,25,26,cloudy,0.9,0.638
t-shirt,orange,jeans,brown,boots,gray,sport,5,5,cloudy,0.817,0.607
cardigan,yellow,leggings,gray,boots,red,sport,20,21,cloudy,0.867,0.64
shirt,green,shorts,beige,oxfords,gray,business,15,16,sunny,0.867,0.744
blouse,black,jeans,blue,oxfords,brown,casual,2,3,cloudy,0.833,0.759
cardigan,green,trousers,red,heels,white,casual,32,37,sunny,0.55,0.664
sweater,navy,jeans,burgundy,sneakers,pink,business,12,11,cloudy,0.817,0.7
dress,orange,none,none,oxfords,orange,party,25,27,cloudy,0.667,0.766
blouse,green,shorts,pink,loafers,green,date,15,17,cloudy,0.867,0.74
sweater,green,jeans,blue,oxfords,green,date,20,15,rain,0.817,0.724
t-shirt,brown,jeans,gray,heels,beige,sport,20,18,sunny,0.817,0.688
blouse,beige,jeans,navy,loafers,black,business,20,19,sunny,0.867,0.847
sweater,navy,jeans,pink,boots,black,casual,12,10,sunny,0.817,0.806
shirt,black,trousers,beige,sandals,white,formal,15,13,rain,0.867,0.78
shirt,black,leggings,white,loafers,black,business,2,-2,rain,0.833,0.769
blouse,burgundy,leggings,yellow,sneakers,navy,casual,5,3,cloudy,0.867,0.825
blouse,white,jeans,black,heels,burgundy,business,28,32,sunny,0.817,0.801
blazer,yellow,sweatpants,gray,sneakers,orange,business,15,10,rain,0.867,0.634
shirt,gray,jeans,brown,sneakers,gray,business,20,22,sunny,0.867,0.757
blouse,pink,leggings,purple,boots,black,formal,22,20,cloudy,0.867,0.724
dress,white,none,none,oxfords,navy,date,5,2,snow,0.817,0.683
hoodie,orange,jeans,yellow,sneakers,purple,casual,10,11,sunny,0.817,0.859
tank-top,purple,leggings,green,heels,gray,sport,25,27,cloudy,0.817,0.719
blouse,gray,jeans,white,sandals,blue,business,28,30,sunny,0.9,0.798
t-shirt,black,trousers,green,oxfords,navy,sport,10,8,cloudy,0.817,0.529
sweater,brown,jeans,red,sneakers,gray,casual,22,20,rain,0.817,0.846
shirt,pink,jeans,gray,loafers,burgundy,formal,18,20,sunny,0.867,0.791
blazer,orange,jeans,orange,loafers,gray,business,22,24,sunny,0.867,0.79
shirt,white,trousers,yellow,sneakers,navy,date,5,3,rain,0.867,0.734
shirt,red,sweatpants,black,boots,navy,business,5,5,cloudy,0.867,0.72
blazer,burgundy,trousers,brown,sandals,gray,business,20,19,sunny,0.867,0.795
polo,white,shorts,white,sneakers,burgundy,business,25,29,sunny,1.0,0.72
blouse,blue,skirt,purple,sneakers,red,casual,28,29,sunny,1.0,0.794
dress,navy,none,none,sandals,black,formal,20,18,sunny,0.817,0.647
polo,burgundy,jeans,yellow,heels,red,party,15,13,sunny,0.867,0.744
dress,pink,none,none,boots,yellow,party,10,8,sunny,0.817,0.649
shirt,gray,trousers,blue,loafers,yellow,sport,15,16,cloudy,0.867,0.589
blouse,navy,leggings,beige,boots,navy,business,20,20,sunny,0.867,0.804
blazer,burgundy,jeans,navy,loafers,orange,formal,12,14,sunny,0.867,0.758
cardigan,purple,sweatpants,gray,loafers,gray,formal,8,4,rain,0.867,0.648
dress,pink,none,none,loafers,black,formal,18,20,sunny,0.817,0.781
blouse,beige,trousers,green,loafers,blue,date,20,19,rain,0.867,0.73
tank-top,gray,leggings,navy,loafers,blue,sport,15,15,cloudy,0.767,0.79
blouse,black,jeans,blue,sandals,black,formal,28,29,sunny,0.9,0.723
dress,navy,none,none,heels,pink,casual,22,20,rain,0.817,0.712
hoodie,pink,shorts,blue,boots,black,sport,15,10,rain,0.817,0.715
blouse,black,trousers,pink,sneakers,beige,business,20,19,sunny,0.867,0.814
shirt,navy,trousers,red,heels,yellow,business,12,10,cloudy,0.867,0.865
tank-top,purple,skirt,black,sandals,green,party,32,36,sunny,1.0,0.795
sweater,gray,skirt,navy,loafers,brown,business,18,16,sunny,0.817,0.73
dress,green,none,none,sneakers,beige,formal,22,20,cloudy,0.817,0.695
shirt,red,jeans,navy,oxfords,black,formal,12,12,sunny,0.867,0.848
dress,burgundy,none,none,boots,red,party,5,3,rain,0.817,0.682
tank-top,orange,jeans,burgundy,sneakers,black,party,28,26,cloudy,0.9,0.667
blouse,brown,jeans,black,boots,red,casual,18,18,sunny,0.867,0.859
dress,black,none,none,sneakers,red,date,20,22,sunny,0.817,0.825
blazer,gray,trousers,gray,sneakers,green,business,18,20,sunny,0.867,0.818
hoodie,pink,sweatpants,gray,boots,purple,formal,15,16,cloudy,0.817,0.56
cardigan,burgundy,jeans,navy,loafers,white,formal,28,33,sunny,0.65,0.65
hoodie,navy,leggings,gray,sandals,white,formal,15,17,sunny,0.817,0.677
shirt,gray,skirt,navy,loafers,red,date,15,12,rain,0.867,0.789
hoodie,black,shorts,navy,boots,blue,party,20,18,sunny,0.817,0.588
tank-top,burgundy,trousers,red,sneakers,black,sport,20,21,cloudy,0.767,0.828
sweater,yellow,trousers,pink,oxfords,pink,date,2,-2,rain,0.933,0.712
t-shirt,white,leggings,red,sneakers,black,sport,15,13,cloudy,0.817,0.99
tank-top,orange,shorts,navy,sneakers,orange,formal,25,27,sunny,1.0,0.571
blazer,burgundy,jeans,navy,loafers,orange,date,22,20,cloudy,0.867,0.779
blouse,burgundy,jeans,blue,boots,black,party,2,3,cloudy,0.9,0.766
sweater,green,sweatpants,blue,loafers,navy,business,10,12,sunny,0.817,0.647
cardigan,white,skirt,pink,sneakers,green,casual,15,15,sunny,0.867,0.777
blazer,orange,sweatpants,red,oxfords,purple,party,5,0,snow,0.867,0.61
blazer,white,jeans,beige,oxfords,burgundy,business,8,10,sunny,0.867,0.837
blouse,black,trousers,orange,sneakers,black,party,25,21,rain,0.8,0.682
cardigan,brown,jeans,gray,sandals,black,business,18,16,cloudy,0.867,0.697
t-shirt,black,skirt,black,oxfords,black,formal,12,10,sunny,0.817,0.716
tank-top,purple,trousers,navy,sandals,purple,casual,32,31,rain,0.8,0.733
polo,purple,jeans,burgundy,sneakers,gray,party,5,5,cloudy,0.867,0.634
shirt,yellow,skirt,white,loafers,blue,formal,22,20,rain,0.867,0.848
blazer,navy,trousers,black,sneakers,pink,formal,10,9,cloudy,0.867,0.734
dress,navy,none,none,loafers,purple,party,18,16,sunny,0.817,0.769
hoodie,yellow,shorts,purple,loafers,blue,casual,15,14,sunny,0.817,0.803
blouse,black,trousers,beige,sandals,orange,sport,32,27,rain,0.8,0.501
shirt,navy,jeans,burgundy,sneakers,purple,date,18,13,rain,0.867,0.844
sweater,purple,leggings,brown,heels,green,party,5,6,cloudy,0.817,0.689
blazer,burgundy,leggings,pink,sneakers,pink,party,5,6,cloudy,0.867,0.66
dress,green,none,none,oxfords,pink,date,22,21,rain,0.817,0.73
hoodie,orange,leggings,white,oxfords,purple,party,10,8,sunny,0.817,0.559
cardigan,black,skirt,orange,loafers,burgundy,date,22,17,rain,0.867,0.724
blouse,burgundy,skirt,red,sandals,blue,date,32,32,cloudy,1.0,0.813
hoodie,white,sweatpants,gray,oxfords,gray,sport,12,12,sunny,0.817,0.724
tank-top,orange,leggings,navy,sneakers,navy,date,32,27,rain,0.9,0.689
shirt,brown,leggings,yellow,sneakers,black,casual,32,34,sunny,0.85,0.774
polo,gray,skirt,navy,oxfords,black,casual,20,22,sunny,0.867,0.836
dress,red,none,none,heels,brown,party,28,30,sunny,0.717,0.766
shirt,navy,skirt,beige,oxfords,burgundy,business,20,19,rain,0.867,0.851
shirt,navy,shorts,pink,sneakers,navy,date,20,18,sunny,0.867,0.734
tank-top,white,sweatpants,burgundy,oxfords,purple,sport,12,10,sunny,0.767,0.687
hoodie,red,sweatpants,white,loafers,navy,casual,5,-3,snow,0.817,0.792
sweater,burgundy,trousers,white,oxfords,white,date,18,19,sunny,0.817,0.793
t-shirt,pink,shorts,brown,sneakers,purple,date,32,35,sunny,1.0,0.67
sweater,purple,shorts,red,loafers,black,casual,20,20,sunny,0.817,0.772
blouse,black,shorts,orange,oxfords,burgundy,date,8,10,cloudy,0.867,0.806
blouse,beige,jeans,burgundy,loafers,orange,business,15,15,sunny,0.867,0.807
sweater,white,trousers,blue,heels,white,sport,22,27,sunny,0.817,0.559
hoodie,purple,trousers,orange,sandals,gray,sport,22,20,rain,0.817,0.586
shirt,pink,trousers,white,heels,blue,sport,15,13,sunny,0.867,0.577
blouse,white,skirt,black,sneakers,red,business,20,20,sunny,0.867,0.811
